GeneID	Base_mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj
ENSG00000175985	39.64202977	-3.17526752	0.418471396	-7.587776727	3.25E-14	1.39E-12
ENSG00000123610	28.64344971	-3.798918832	0.500990251	-7.582819868	3.38E-14	1.44E-12
ENSG00000174444	113.809292	-1.459374962	0.192581952	-7.577942513	3.51E-14	1.49E-12
ENSG00000133226	66.41219565	-1.86576904	0.246762853	-7.560980174	4.00E-14	1.69E-12
ENSG00000277224	36.57468693	-2.586981841	0.34288298	-7.544795134	4.53E-14	1.91E-12
ENSG00000213780	51.10137155	-2.216485516	0.294130224	-7.535728525	4.86E-14	2.04E-12
ENSG00000101654	36.13885616	-2.949292276	0.391532659	-7.532685233	4.97E-14	2.08E-12
ENSG00000116741	45.18200177	-2.760578611	0.367280659	-7.516264586	5.64E-14	2.35E-12
ENSG00000130702	265.0546475	1.232072473	0.163961012	7.51442344	5.72E-14	2.37E-12
ENSG00000142700	23.49863828	-4.001100673	0.53255403	-7.513041769	5.78E-14	2.39E-12
ENSG00000127481	328.1824006	1.123242051	0.149777934	7.499382738	6.41E-14	2.64E-12
ENSG00000178988	31.07425454	-2.894837591	0.386627459	-7.487408156	7.02E-14	2.89E-12
ENSG00000137876	26.54879169	-3.22523408	0.431399813	-7.476206485	7.65E-14	3.13E-12
ENSG00000111640	163.6479863	1.754934603	0.236868157	7.408908942	1.27E-13	5.20E-12
ENSG00000140259	39.56249857	-2.443886238	0.330106236	-7.40333254	1.33E-13	5.40E-12
ENSG00000275379	88.57096081	-1.647469675	0.223584852	-7.368431551	1.73E-13	7.00E-12
ENSG00000278677	42.78420282	-2.292090468	0.311255977	-7.364004679	1.78E-13	7.21E-12
ENSG00000173915	25.3565813	-3.429276542	0.465804819	-7.362046085	1.81E-13	7.29E-12
ENSG00000126945	69.54224493	-2.364352899	0.32208252	-7.340829606	2.12E-13	8.52E-12
ENSG00000064607	93.19192072	-1.570793587	0.214190909	-7.333614637	2.24E-13	8.96E-12
ENSG00000180884	42.83973915	-2.249215192	0.307521105	-7.314018954	2.59E-13	1.03E-11
ENSG00000198899	270.942602	-0.929443258	0.127107842	-7.312241661	2.63E-13	1.04E-11
ENSG00000106028	33.68786773	-2.664051613	0.364680999	-7.305156069	2.77E-13	1.10E-11
ENSG00000075785	74.68934151	-1.724227248	0.236442456	-7.292375821	3.05E-13	1.20E-11
ENSG00000137558	22.56339556	-3.768343013	0.517371262	-7.283634189	3.25E-13	1.28E-11
ENSG00000108691	177.7743613	-1.184761471	0.162785077	-7.278071741	3.39E-13	1.33E-11
ENSG00000067533	25.61542028	-3.056106997	0.420912096	-7.260677536	3.85E-13	1.51E-11
ENSG00000068745	51.67886494	-2.010596659	0.278098931	-7.229789228	4.84E-13	1.89E-11
ENSG00000153147	101.5112402	-1.440813503	0.199505099	-7.221938226	5.13E-13	1.99E-11
ENSG00000188817	21.31751243	-3.528123585	0.488625497	-7.220506517	5.18E-13	2.00E-11
ENSG00000092199	75.96285127	-2.205285226	0.305426417	-7.220348665	5.19E-13	2.00E-11
ENSG00000152147	25.23254508	-3.088704139	0.428920795	-7.201106066	5.97E-13	2.30E-11
ENSG00000137776	51.92171492	-2.022817592	0.281289305	-7.191235339	6.42E-13	2.46E-11
ENSG00000198668	68.08071979	-1.785061395	0.248352257	-7.187618974	6.59E-13	2.52E-11
ENSG00000127084	21.40363872	-3.593210572	0.50037312	-7.181062355	6.92E-13	2.64E-11
ENSG00000105991	16.79298524	-4.838240832	0.674018886	-7.178197725	7.06E-13	2.68E-11
ENSG00000166341	175.5398698	1.550608	0.216017542	7.17815778	7.07E-13	2.68E-11
ENSG00000115677	217.6355725	1.320057381	0.183974199	7.175231035	7.22E-13	2.73E-11
ENSG00000136810	34.94475903	-2.487324074	0.347600665	-7.155694239	8.33E-13	3.14E-11
ENSG00000162613	94.31296274	-1.750883089	0.244904449	-7.149249813	8.73E-13	3.28E-11
ENSG00000128708	27.33738325	-2.914385577	0.407855888	-7.145625852	8.96E-13	3.35E-11
ENSG00000117523	409.7803159	-0.750587987	0.105264491	-7.130495587	1.00E-12	3.73E-11
ENSG00000269720	19.1096156	-3.730781435	0.524427787	-7.114004113	1.13E-12	4.19E-11
ENSG00000003756	68.28893464	-1.733322106	0.244288075	-7.095402041	1.29E-12	4.79E-11
ENSG00000277734	32.47687678	-3.914668419	0.552421328	-7.086381757	1.38E-12	5.09E-11
ENSG00000164163	23.25079976	-3.137859078	0.444979176	-7.051698696	1.77E-12	6.52E-11
ENSG00000127920	16.69109615	-4.370837291	0.620885614	-7.039682015	1.93E-12	7.08E-11
ENSG00000215474	22.68337889	-3.372363326	0.479266367	-7.036511544	1.97E-12	7.23E-11
ENSG00000038427	245.5888172	1.239424433	0.176819425	7.009549067	2.39E-12	8.74E-11
ENSG00000177363	18.89238246	-5.194961476	0.742358089	-6.997918592	2.60E-12	9.47E-11
ENSG00000173113	103.8120842	-1.563877323	0.223667451	-6.991975431	2.71E-12	9.85E-11
ENSG00000165525	39.93505963	-2.454793555	0.351876323	-6.976296478	3.03E-12	1.10E-10
ENSG00000206418	46.67989531	-2.160212341	0.310131609	-6.965469752	3.27E-12	1.18E-10
ENSG00000139329	34.4481849	-3.186255695	0.458030336	-6.956429397	3.49E-12	1.26E-10
ENSG00000181588	135.7541212	-1.19801818	0.172610218	-6.940598283	3.90E-12	1.40E-10
ENSG00000115963	35.25043403	-2.995491429	0.432106738	-6.93229511	4.14E-12	1.48E-10
ENSG00000185686	149.497172	-1.152679199	0.166605895	-6.918597926	4.56E-12	1.63E-10
ENSG00000197859	41.25313855	-2.67910957	0.387677291	-6.910669351	4.82E-12	1.72E-10
ENSG00000087245	181.2492951	1.429270496	0.206978635	6.905401111	5.01E-12	1.78E-10
ENSG00000274997	45.63057804	-2.064597946	0.299719113	-6.888442724	5.64E-12	2.00E-10
ENSG00000105058	43.45467464	-2.105549138	0.305749726	-6.886511941	5.72E-12	2.02E-10
ENSG00000196747	32.79146288	-2.437852693	0.354282109	-6.881105845	5.94E-12	2.09E-10
ENSG00000204618	18.28381586	-3.914477913	0.56966704	-6.871519047	6.35E-12	2.23E-10
ENSG00000161036	101.3598575	-1.464684237	0.213769901	-6.851685989	7.30E-12	2.55E-10
ENSG00000184076	44.83016122	-2.239848708	0.327128999	-6.846989144	7.54E-12	2.63E-10
ENSG00000108953	96.28992258	-1.435360989	0.209670945	-6.845779177	7.61E-12	2.65E-10
ENSG00000060339	55.30119385	-2.042405915	0.299131859	-6.827777967	8.62E-12	2.99E-10
ENSG00000182916	27.38630135	-2.722722441	0.399070808	-6.822655001	8.94E-12	3.09E-10
ENSG00000003096	81.25985068	-1.518599619	0.223027344	-6.809028845	9.83E-12	3.39E-10
ENSG00000149243	30.48258903	-3.281002031	0.4827397	-6.796627724	1.07E-11	3.68E-10
ENSG00000041357	45.65366081	-2.137079084	0.315165902	-6.780806776	1.20E-11	4.10E-10
ENSG00000170748	18.34316345	-3.874299495	0.572261052	-6.770161069	1.29E-11	4.40E-10
ENSG00000096384	462.006968	-0.703604836	0.10408369	-6.759991245	1.38E-11	4.71E-10
ENSG00000119760	51.79697696	-1.927141291	0.28536926	-6.753149556	1.45E-11	4.92E-10
ENSG00000101608	45.89673699	-1.996220451	0.296891318	-6.723741407	1.77E-11	6.01E-10
ENSG00000289653	33.56741657	-2.828407918	0.420975243	-6.718703694	1.83E-11	6.20E-10
ENSG00000164032	28.03277017	-2.894112655	0.431407818	-6.708530851	1.97E-11	6.63E-10
ENSG00000142949	127.7001749	1.946289061	0.290276355	6.704952115	2.01E-11	6.78E-10
ENSG00000172172	19.14798564	-3.38720595	0.505683717	-6.698269762	2.11E-11	7.06E-10
ENSG00000132963	45.36745225	-1.977161183	0.295176515	-6.698233378	2.11E-11	7.06E-10
ENSG00000198886	1464.99278	-0.529653228	0.079215935	-6.686195475	2.29E-11	7.64E-10
ENSG00000167617	31.05350319	-2.453355237	0.367772418	-6.670851636	2.54E-11	8.46E-10
ENSG00000187860	52.57053015	-3.355702716	0.503504183	-6.664696795	2.65E-11	8.80E-10
ENSG00000168395	29.68740282	-2.490625519	0.374104763	-6.657561635	2.78E-11	9.21E-10
ENSG00000111011	27.28394443	-2.635935632	0.396020711	-6.656054988	2.81E-11	9.28E-10
ENSG00000176887	142.3284858	-1.689708352	0.254034303	-6.651496805	2.90E-11	9.55E-10
ENSG00000198763	594.4729563	-0.614786394	0.092537409	-6.643652553	3.06E-11	1.00E-09
ENSG00000139318	95.92967004	-1.525529822	0.230305976	-6.623926335	3.50E-11	1.15E-09
ENSG00000130520	108.0875732	-1.7582397	0.265624872	-6.619258521	3.61E-11	1.18E-09
ENSG00000080986	18.00873853	-3.507011822	0.530607771	-6.609424164	3.86E-11	1.26E-09
ENSG00000157322	20.14557014	-3.397013688	0.514064906	-6.608141599	3.89E-11	1.26E-09
ENSG00000205903	149.7545389	-1.110570515	0.168136153	-6.605185719	3.97E-11	1.29E-09
ENSG00000203760	15.02801295	-5.415216943	0.820581105	-6.599246446	4.13E-11	1.33E-09
ENSG00000164889	164.1999619	1.449580283	0.219698746	6.598036218	4.17E-11	1.34E-09
ENSG00000109929	24.21140998	-2.875809073	0.436505732	-6.588250418	4.45E-11	1.43E-09
ENSG00000160633	137.5746985	-1.213510043	0.184285916	-6.584931023	4.55E-11	1.46E-09
ENSG00000278540	96.34727654	2.519764243	0.382938548	6.580074684	4.70E-11	1.50E-09
ENSG00000165966	15.97216633	-6.240897185	0.950071629	-6.568870169	5.07E-11	1.62E-09
ENSG00000188263	30.89560993	-2.451638522	0.37372233	-6.560053622	5.38E-11	1.71E-09
ENSG00000115392	19.75818193	-3.281652405	0.500913491	-6.551335639	5.70E-11	1.81E-09
ENSG00000127922	44.28569684	-2.318302971	0.354003482	-6.548814035	5.80E-11	1.83E-09
ENSG00000135414	45.68728394	-2.02844508	0.309844471	-6.546655729	5.88E-11	1.86E-09
ENSG00000185130	42.65531654	-2.625849372	0.401277398	-6.543726079	6.00E-11	1.89E-09
ENSG00000145388	26.54380315	-2.700396466	0.412709251	-6.543096519	6.03E-11	1.89E-09
ENSG00000165240	105.2320461	-1.4512002	0.222033021	-6.535965665	6.32E-11	1.98E-09
ENSG00000164611	30.42707627	-2.445337212	0.375087101	-6.519384977	7.06E-11	2.20E-09
ENSG00000169139	31.40936578	-2.427811665	0.372812796	-6.51214682	7.41E-11	2.31E-09
ENSG00000177679	67.79660875	-1.59339247	0.245294561	-6.49583285	8.26E-11	2.57E-09
ENSG00000112695	45.59547508	-1.96736885	0.303329234	-6.485919036	8.82E-11	2.73E-09
ENSG00000170802	26.44168014	-2.611406296	0.403361706	-6.474105639	9.54E-11	2.95E-09
ENSG00000129197	37.22558469	-2.236149249	0.345637988	-6.469628119	9.82E-11	3.03E-09
ENSG00000080824	193.6191289	-1.466858978	0.22682643	-6.466878555	1.00E-10	3.08E-09
ENSG00000182742	15.66973485	-6.17833987	0.955429824	-6.466555379	1.00E-10	3.08E-09
ENSG00000106459	29.51491633	-2.441958859	0.379311362	-6.437874282	1.21E-10	3.71E-09
ENSG00000176731	17.17562653	-4.685410818	0.728621487	-6.430514199	1.27E-10	3.88E-09
ENSG00000230989	32.40578842	-2.731000049	0.424952582	-6.426599491	1.30E-10	3.97E-09
ENSG00000233822	24.18058611	-2.73595638	0.426734196	-6.411383022	1.44E-10	4.38E-09
ENSG00000236287	28.46226333	-2.483965991	0.387561562	-6.409216579	1.46E-10	4.43E-09
ENSG00000148688	15.4275789	-3.766771593	0.589171759	-6.393333587	1.62E-10	4.91E-09
ENSG00000144028	249.1280213	1.073188833	0.167882038	6.392517294	1.63E-10	4.92E-09
ENSG00000162616	21.02714012	-3.141692115	0.49176524	-6.388601434	1.67E-10	5.04E-09
ENSG00000130675	17.05206585	-5.542290756	0.870248872	-6.368627335	1.91E-10	5.72E-09
ENSG00000143183	46.95806674	-1.960164845	0.30790721	-6.366089459	1.94E-10	5.80E-09
ENSG00000138069	33.6563344	-2.323056232	0.365184948	-6.3613143	2.00E-10	5.97E-09
ENSG00000128045	14.13230984	-3.99456518	0.62818629	-6.358886275	2.03E-10	6.05E-09
ENSG00000122218	117.9415342	1.767774017	0.278214921	6.353987083	2.10E-10	6.23E-09
ENSG00000197070	44.78970952	-1.888531418	0.297425297	-6.349599158	2.16E-10	6.40E-09
ENSG00000163104	48.54825239	-1.873085213	0.295033226	-6.348726338	2.17E-10	6.42E-09
ENSG00000196684	19.06209327	-3.323091376	0.524315265	-6.337964192	2.33E-10	6.87E-09
ENSG00000173821	267.8391556	0.990929566	0.156406479	6.335604319	2.36E-10	6.96E-09
ENSG00000090339	133.7194576	1.568895061	0.248169194	6.321876758	2.58E-10	7.59E-09
ENSG00000106245	36.19864845	-2.207317871	0.349343079	-6.318481764	2.64E-10	7.74E-09
ENSG00000060237	120.8571253	1.748067302	0.276725508	6.316972057	2.67E-10	7.79E-09
ENSG00000113368	76.29480673	-1.533217313	0.243270248	-6.302527035	2.93E-10	8.52E-09
ENSG00000204469	341.3736567	0.879612717	0.139563097	6.302616786	2.93E-10	8.52E-09
ENSG00000165194	16.09782452	-3.575794651	0.568720886	-6.28743332	3.23E-10	9.36E-09
ENSG00000168056	159.7427958	1.362705867	0.216922829	6.281984595	3.34E-10	9.68E-09
ENSG00000089159	64.43487156	-1.553731359	0.247459681	-6.278725295	3.41E-10	9.86E-09
ENSG00000115947	17.91669575	-3.252753616	0.518300497	-6.275806479	3.48E-10	1.00E-08
ENSG00000167434	32.77188066	-4.183698854	0.666726327	-6.274986726	3.50E-10	1.00E-08
ENSG00000083845	107.0517713	1.830745349	0.291794835	6.27408415	3.52E-10	1.01E-08
ENSG00000159140	245.9200306	-0.845032068	0.134935763	-6.26247665	3.79E-10	1.08E-08
ENSG00000149925	209.8976644	1.133269472	0.181001918	6.261090963	3.82E-10	1.09E-08
ENSG00000139746	56.8475531	-1.852067706	0.295892966	-6.259248841	3.87E-10	1.10E-08
ENSG00000122565	38.19802017	-2.061914513	0.329544096	-6.256869836	3.93E-10	1.12E-08
ENSG00000116014	22.07980083	-3.620466172	0.57884425	-6.254646517	3.98E-10	1.13E-08
ENSG00000171450	60.95223082	-1.771117661	0.283468926	-6.248013436	4.16E-10	1.18E-08
ENSG00000196655	35.03842378	-2.115559781	0.33865545	-6.246938529	4.19E-10	1.18E-08
ENSG00000132688	447.3067851	0.765659667	0.122775058	6.236280231	4.48E-10	1.26E-08
ENSG00000167461	34.97674476	-2.323481009	0.373464343	-6.221426623	4.93E-10	1.38E-08
ENSG00000177842	23.40868531	-2.678225426	0.432411667	-6.19369372	5.88E-10	1.65E-08
ENSG00000100129	123.5683343	1.623140086	0.262239759	6.189527061	6.03E-10	1.69E-08
ENSG00000138759	75.19449561	2.67907897	0.433586984	6.178873146	6.46E-10	1.80E-08
ENSG00000157890	26.5177262	-2.67720039	0.433697894	-6.172961468	6.70E-10	1.86E-08
ENSG00000011028	220.2053819	1.134490581	0.183784885	6.17292647	6.70E-10	1.86E-08
ENSG00000168288	18.50034726	-3.092404034	0.501207498	-6.169907761	6.83E-10	1.89E-08
ENSG00000178573	25.94727986	-3.85213469	0.624818523	-6.165205653	7.04E-10	1.95E-08
ENSG00000138029	61.22332389	-1.709702324	0.277828338	-6.153808276	7.56E-10	2.08E-08
ENSG00000105223	100.3925096	1.899538414	0.308682393	6.153698623	7.57E-10	2.08E-08
ENSG00000074181	105.7682962	1.812156673	0.295007876	6.142739979	8.11E-10	2.23E-08
ENSG00000176340	64.17532312	-1.532692558	0.249595731	-6.14070021	8.22E-10	2.25E-08
ENSG00000125538	30.16207917	-2.298751763	0.374785196	-6.133518045	8.60E-10	2.35E-08
ENSG00000123989	125.8750793	1.545726598	0.252940008	6.111040373	9.90E-10	2.70E-08
ENSG00000184860	12.62026775	-4.401052116	0.722404197	-6.092229436	1.11E-09	3.03E-08
ENSG00000113387	23.70449856	-2.618317613	0.430087089	-6.087877734	1.14E-09	3.11E-08
ENSG00000147586	12.15079844	-4.385432353	0.721254481	-6.080284379	1.20E-09	3.25E-08
ENSG00000176102	25.49846241	-2.499477749	0.411437946	-6.074981104	1.24E-09	3.35E-08
ENSG00000188981	12.08113669	-4.577207296	0.755342555	-6.059776807	1.36E-09	3.68E-08
ENSG00000101935	30.61531786	-2.263932905	0.374192731	-6.050178737	1.45E-09	3.89E-08
ENSG00000138658	26.94881776	-2.484000333	0.412123002	-6.027327574	1.67E-09	4.48E-08
ENSG00000011451	90.65085303	-1.329194283	0.22067231	-6.023385006	1.71E-09	4.58E-08
ENSG00000110696	26.22584277	-2.597614696	0.431375174	-6.021706513	1.73E-09	4.60E-08
ENSG00000198911	85.12475695	2.405616604	0.399478839	6.02188744	1.72E-09	4.60E-08
ENSG00000125351	22.63584885	-2.618155414	0.434900851	-6.020120237	1.74E-09	4.64E-08
ENSG00000108826	20.7633126	-2.867501324	0.477078295	-6.010546599	1.85E-09	4.91E-08
ENSG00000241468	30.28727725	-2.219862472	0.369874895	-6.001657599	1.95E-09	5.18E-08
ENSG00000172354	113.0668266	1.666212962	0.278443345	5.984028678	2.18E-09	5.76E-08
ENSG00000076003	49.98190928	-1.857881078	0.310515627	-5.983212822	2.19E-09	5.77E-08
ENSG00000107485	111.5712268	-1.135490396	0.189947533	-5.977916007	2.26E-09	5.95E-08
ENSG00000116962	192.8169099	1.139845293	0.190754643	5.975452418	2.29E-09	6.03E-08
ENSG00000224109	11.55185195	-4.706238417	0.788288807	-5.970195661	2.37E-09	6.21E-08
ENSG00000130332	66.7007742	-2.412953426	0.405613068	-5.948904546	2.70E-09	7.06E-08
ENSG00000189057	12.77722536	-4.40850892	0.741804444	-5.942952962	2.80E-09	7.31E-08
ENSG00000276045	48.88543758	-1.87387447	0.316058881	-5.92887776	3.05E-09	7.95E-08
ENSG00000177283	28.56414471	-2.263696585	0.381863436	-5.928026538	3.07E-09	7.97E-08
ENSG00000145675	48.80140881	-1.726272976	0.291246721	-5.927184235	3.08E-09	7.98E-08
ENSG00000132507	36.13976097	-1.98843539	0.335477531	-5.927179044	3.08E-09	7.98E-08
ENSG00000273238	15.79586087	-3.508570522	0.5925227	-5.921411151	3.19E-09	8.24E-08
ENSG00000174231	273.0104932	0.912718392	0.154264584	5.916577653	3.29E-09	8.47E-08
ENSG00000236279	11.37913154	-4.280906165	0.723599307	-5.916128063	3.30E-09	8.48E-08
ENSG00000159840	102.708039	1.750909382	0.296306565	5.909114374	3.44E-09	8.83E-08
ENSG00000112312	13.82941053	-3.91961152	0.665554348	-5.889243355	3.88E-09	9.94E-08
ENSG00000112972	92.93788186	-1.533309524	0.260974273	-5.875328277	4.22E-09	1.08E-07
ENSG00000125820	141.6776169	1.443986272	0.247059654	5.844686683	5.08E-09	1.29E-07
ENSG00000177606	63.23207411	-1.630723861	0.279136418	-5.842031907	5.16E-09	1.31E-07
ENSG00000120925	17.5486477	-3.443005455	0.589377599	-5.841765046	5.17E-09	1.31E-07
ENSG00000271303	33.61017656	-2.350183334	0.402334171	-5.841371432	5.18E-09	1.31E-07
ENSG00000139644	57.40569863	-1.540988389	0.263839981	-5.840617416	5.20E-09	1.32E-07
ENSG00000143476	36.29765423	-1.990273529	0.340824751	-5.839580373	5.23E-09	1.32E-07
ENSG00000255302	74.92341526	-1.397652676	0.239458547	-5.836720786	5.32E-09	1.34E-07
ENSG00000100345	1034.988379	-0.564087894	0.096702797	-5.833211794	5.44E-09	1.37E-07
ENSG00000137076	222.7692035	1.009451291	0.173398818	5.821558073	5.83E-09	1.46E-07
ENSG00000171155	11.67611437	-3.963912664	0.681205261	-5.818969536	5.92E-09	1.48E-07
ENSG00000168002	48.45596799	-1.685697231	0.290717075	-5.798411493	6.69E-09	1.67E-07
ENSG00000170153	59.39822592	-1.547524477	0.266940334	-5.79726733	6.74E-09	1.68E-07
ENSG00000183520	23.90944633	-2.833562629	0.489651284	-5.786899214	7.17E-09	1.78E-07
ENSG00000138778	28.77640474	-2.202982801	0.381562873	-5.773577459	7.76E-09	1.92E-07
ENSG00000124596	13.79741709	-3.492866992	0.604997177	-5.773360811	7.77E-09	1.92E-07
ENSG00000075624	550.0842177	0.60744722	0.105200933	5.774161919	7.73E-09	1.92E-07
ENSG00000129562	35.9942948	-2.162600567	0.374556473	-5.773763697	7.75E-09	1.92E-07
ENSG00000092096	95.18888659	1.800456333	0.312634272	5.758985794	8.46E-09	2.08E-07
ENSG00000152683	29.82952556	-2.175653284	0.377903838	-5.757161117	8.55E-09	2.10E-07
ENSG00000146469	24.11091666	-2.388741228	0.415031315	-5.755568663	8.64E-09	2.12E-07
ENSG00000163479	117.3394479	-1.077721191	0.187275987	-5.754721727	8.68E-09	2.13E-07
ENSG00000196367	203.5201823	1.039726071	0.180841533	5.749376563	8.96E-09	2.19E-07
ENSG00000065154	29.83380465	-2.251272571	0.392168323	-5.740577294	9.44E-09	2.30E-07
ENSG00000132437	48.17117063	-1.675627384	0.291965771	-5.739122703	9.52E-09	2.32E-07
ENSG00000075292	94.28695038	-1.266909843	0.221255892	-5.725993689	1.03E-08	2.50E-07
ENSG00000172403	164.8292497	1.200422178	0.20965624	5.725668742	1.03E-08	2.50E-07
ENSG00000133112	122.5796301	-1.075393422	0.187860337	-5.724430399	1.04E-08	2.51E-07
ENSG00000182968	14.02427034	-3.409831963	0.595791024	-5.723201303	1.05E-08	2.52E-07
ENSG00000164944	69.12747216	-1.447915928	0.253147071	-5.719662963	1.07E-08	2.57E-07
ENSG00000187601	15.74716896	-3.080796929	0.538932538	-5.716479724	1.09E-08	2.62E-07
ENSG00000165264	28.2323769	-2.832667258	0.495647799	-5.715080873	1.10E-08	2.63E-07
ENSG00000169020	68.96413025	-1.417368504	0.248084729	-5.71324366	1.11E-08	2.66E-07
ENSG00000244754	40.14278351	-1.805933303	0.316308967	-5.709396478	1.13E-08	2.71E-07
ENSG00000040275	15.23388094	-3.199806157	0.560618479	-5.707635904	1.15E-08	2.73E-07
ENSG00000131747	86.07499996	-1.328666567	0.232806728	-5.707165662	1.15E-08	2.74E-07
ENSG00000174938	128.575302	1.390343318	0.24374644	5.704055891	1.17E-08	2.78E-07
ENSG00000161509	15.21625453	-4.090143474	0.717331981	-5.701883622	1.18E-08	2.81E-07
ENSG00000104611	20.23403557	-3.458858712	0.607309685	-5.695378813	1.23E-08	2.92E-07
ENSG00000114209	15.84859023	-3.281748236	0.576600239	-5.691548522	1.26E-08	2.98E-07
ENSG00000184752	18.46313907	-2.746535266	0.484193487	-5.672392007	1.41E-08	3.32E-07
ENSG00000261594	11.98886	-3.9756006	0.701181694	-5.66985795	1.43E-08	3.36E-07
ENSG00000070756	105.7141256	1.606914489	0.283462176	5.668885037	1.44E-08	3.38E-07
ENSG00000127603	260.3898254	0.895547995	0.158487514	5.650590206	1.60E-08	3.75E-07
ENSG00000163166	35.33680238	-1.887866623	0.335209958	-5.631893023	1.78E-08	4.17E-07
ENSG00000158164	10.25588115	-5.582526367	0.991401605	-5.630943442	1.79E-08	4.19E-07
ENSG00000100767	90.03602338	1.778547719	0.316168779	5.625311031	1.85E-08	4.32E-07
ENSG00000108679	118.1710364	1.431040238	0.254549927	5.621845019	1.89E-08	4.40E-07
ENSG00000204963	10.83385008	-4.0028229	0.712323959	-5.619385465	1.92E-08	4.45E-07
ENSG00000164379	10.834084	-4.002727653	0.712371797	-5.618874401	1.92E-08	4.46E-07
ENSG00000185222	22.55112604	-2.583200238	0.459773676	-5.618417001	1.93E-08	4.46E-07
ENSG00000124422	146.1245447	1.257533692	0.223867936	5.61730149	1.94E-08	4.48E-07
ENSG00000100285	46.16799535	-1.859695957	0.331084785	-5.616978007	1.94E-08	4.48E-07
ENSG00000163931	139.6442679	1.298550598	0.23164609	5.605752283	2.07E-08	4.77E-07
ENSG00000133983	11.65988374	-3.696073695	0.660073735	-5.599486084	2.15E-08	4.94E-07
ENSG00000161203	81.91514879	1.944169918	0.347327763	5.597507962	2.17E-08	4.99E-07
